ip,username,password
157.213.102.154,<brute contenteditable onpaste=alert(190)>paste here!,</XSS/*-*/STYLE=xss:e/**/xpression(alert(1938))>
167.185.155.71,bian,e-mail1969
66.45.88.41,yang,1/2admin
167.74.166.161,TRACESRV,lkw
4.179.162.61,"<IMG SRC=x oncopy=""alert(1103))"">",<--`<img/src=` onerror=alert(797)> --!>
163.8.33.47,pan,3344520www.
220.199.141.133,"<IMG SRC=""jav&#x0A;ascript:alert(1642);"">","></SCRIPT>"">'><SCRIPT>alert(713))</SCRIPT>"
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-<t
167.185.155.71,bian,e-mail1969
4.179.162.61,<STYLE>@im\port'\ja\vasc\ript:alert(953)';</STYLE>,"<! foo=""><script>javascript:alert(1506)</script>"">"
157.213.102.154,"<html onMouseDown html onMouseDown=""javascript:javascript:alert(322)""></html onMouseDown>","<DIV STYLE=""width: expression(alert(1678));"">"
163.8.33.47,pan,334450www.
66.45.88.41,yang,1/2admin
58.1.247.172,murong,13.net.cn
167.74.166.161,TRACESRV,123456aa
220.199.141.133,"'`""><\x00script>javascript:alert(286)</script>","<a href=""javas\x06cript:javascript:alert(1277)"" id=""fuzzelement1277"">test</a>"
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-ft
157.213.102.154,"<body onMouseOver body onMouseOver=""javascript:javascript:alert(1204)""></body onMouseOver>","ABC<div style=""x:\xE2\x80\x85expression(javascript:alert(428)"">DEF"
163.8.33.47,pan,3Z344520www.
66.45.88.41,yang,1/2admin
167.185.155.71,bian,e-mail1969
220.199.141.133,"<style></style\x0A<img src=""about:blank"" onerror=javascript:alert(1285)//></style>","<body onBeforeUnload body onBeforeUnload=""javascript:javascript:alert(1220)""></body onBeforeUnload>"
167.74.166.161,TRACESRV,masterkey
4.179.162.61,"<audio src=1187 href=1187 onerror=""javascript:alert(1187)""></audio>","<html onMouseMove html onMouseMove=""javascript:javascript:alert(333)""></html onMouseMove>"
58.1.247.172,murong,13.net.cn
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-ft
157.213.102.154,"<object onbeforeload object onbeforeload=""javascript:javascript:alert(343)""></object onbeforeload>","<img src=x onerror=\x00""javascript:alert(631)"">"
163.8.33.47,pan,334z520www.
167.185.155.71,bian,e-mail1969
167.74.166.161,khan,1qaz2wsx
66.45.88.41,yang,1/2admin
220.199.141.133,"<?xml version=""1.0"" encoding=""ISO-8859-1""?><foo><![CDATA[<]]>SCRIPT<![CDATA[>]]>alert(1953);<![CDATA[<]]>/SCRIPT<![CDATA[>]]></foo>",<img src=xss onerror=alert(807)>
58.1.247.172,murong,13.net.cn
4.179.162.61,"<TABLE BACKGROUND=""javascript:alert(1674)"">","<IMG DYNSRC=""javascript:javascript:alert(672)"">"
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-ft
163.8.33.47,pan,3344520www.
220.199.141.133,"<frameset onFocus frameset onFocus=""javascript:javascript:alert(315)""></frameset onFocus>","<XSS STYLE=""xss:expression(javascript:alert(686))"">"
66.45.88.41,yang,1/2admin
167.185.155.71,bian,e-mail1969
157.213.102.154,"<frameset onFocus frameset onFocus=""javascript:javascript:alert(1214)""></frameset onFocus>",<script /**/>/**/alert(1147)/**/</script /**/
167.74.166.161,khan,xyzall
51.24.120.147,"<a href=""javas\x0Ccript:javascript:alert(379)"" id=""fuzzelement379"">test</a>","""+alert(16)+"""
58.1.247.172,murong,13.net.cn
137.44.5.150,rao,jt[c3a-ft
77.189.24.142,qi,seven50%Y
167.185.155.71,bian,e-mail1969
163.8.33.47,pan,3344520www.
66.45.88.41,yang,1/2admin
220.199.141.133,<script\x20>javascript:alert(1447)</script>,"""`'><script>\xE2\x80\x88javascript:alert(1409)</script>"
157.213.102.154,<svg/onload=alert(1161),"""/><img/onerror=\x60javascript:alert(1444)\x60src=xxx:x />"
167.74.166.161,khan,proxy
51.24.120.147,<object onerror=javascript:javascript:alert(1619)>,"<""';alert(859))//\';alert(859))//"";alert(859))//\"";alert(859))//--></SCRIPT>"">'><SCRIPT>alert(859))</SCRIPT>"
58.1.247.172,murong,13.net.cn
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
157.213.102.154,"<BASE HREF=""javascript.:alert(265);//"">","""'`><\x00img src=xxx:x onerror=javascript:alert(395)>"
220.199.141.133,"<;BASE HREF="";javascript:alert(1876);//"";>;","<img src=""javas&#99;ript:alert(226)"">"
167.74.166.161,khan,100198
66.45.88.41,yang,1/2admin
163.8.33.47,pan,3344520www.
51.24.120.147,"<video src=1188 href=1188 onerror=""javascript:alert(1188)""></video>","""`'><script>\xE2\x80\x8Ajavascript:alert(1412)</script>"
167.185.155.71,bian,e-mail1969
58.1.247.172,murong,13.neNt.cn
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-ft
66.45.88.41,yang,1/2admin
167.74.166.161,khan,hapero
220.199.141.133,<script itworksinallbrowsers>/*<script* */alert(1169)</script,&lt;/script&gt;&lt;script&gt;alert(1859)&lt;/script&gt;
157.213.102.154,"<html onMouseDown html onMouseDown=""javascript:javascript:alert(322)""></html onMouseDown>","<IFRAME SRC=""javascript:alert(857);""></IFRAME>"
167.185.155.71,bian,e-mail1969
58.1.247.172,murong,13.net.cn
51.24.120.147,"<frameset onBlur frameset onBlur=""javascript:javascript:alert(325)""></frameset onBlur>",<input autofocus onblur=alert(150)>
163.8.33.47,pan,3344520www.
77.189.24.142,qi,sven50%
137.44.5.150,rao,jtc3a-ft
157.213.102.154,"""'`>ABC<div style=""font-family:'foo'\x3Bx:expression(javascript:alert(388);/*';"">DEF","<IMG SRC=x ondragenter=""alert(1097))"">"
220.199.141.133,"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert(768);+ADw-/SCRIPT+AD4-","<applet onReadyStateChange applet onReadyStateChange=""javascript:javascript:alert(326)""></applet onReadyStateChange>"
66.45.88.41,yang,1/2admin
167.74.166.161,khan,juantech
163.8.33.47,pan,3344520www.
167.185.155.71,bian,e-mail1969
58.1.247.172,murong,13.net.cn
51.24.120.147,"<IMG LOWSRC=""javascript.:alert(247)"">","<BR SIZE=""&{alert(1658)}"">"
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
220.199.141.133,"<;FRAMESET>;<;FRAME SRC="";javascript:alert(1883);"";>;<;/FRAMESET>;",<iframe// src=javaSCRIPT&colon;alert(1157)
157.213.102.154,"<TABLE BACKGROUND=""javascript:alert(1040)"">",<!--\x3E<img src=xxx:x onerror=javascript:alert(1257)> -->
66.45.88.41,yang,1/2admin
167.74.166.161,khan,SYSTEST
167.185.155.71,bian,e-mail1969
163.8.33.47,pan,3344520www.
58.1.247.172,murong,13.net.cn
51.24.120.147,"<img src=""javascript:alert(587)"">",“><<script>alert(980);//<</script>
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
220.199.141.133,"<BASE HREF=""javascript:alert(765);//"">",<body onscroll=alert(145)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><x id=x>#x
157.213.102.154,"<img \x47src=x onerror=""javascript:alert(1513)"">","<link rel=stylesheet href=data:,*%7bx:expression(javascript:alert(642))%7d"
167.74.166.161,khan,Cardio.Perfect
66.45.88.41,yang,1/2admin
51.24.120.147,"<script src=""data:text/javascript,alert(821)""></script>","<IFRAME SRC=# onmouseover=""alert(758)""></IFRAME>"
58.1.247.172,murong,13.net.cn
167.185.155.71,bian,e-mtil1969
163.8.33.47,pan,3344520www.
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-ft
220.199.141.133,"<a href=""javascript\x0A:javascript:alert(490)"" id=""fuzzelement490"">test</a>","ABC<div style=""x:\x0Bexpression(javascript:alert(1329)"">DEF"
157.213.102.154,"<a href=""\x0Cjavascript:javascript:alert(1373)"" id=""fuzzelement1373"">test</a>","perl -e ';print "";<;IM SRC=java\0script:alert(1920)>"";;';>; out"
167.74.166.161,khan,winterm
66.45.88.41,yang,1/2admin
163.8.33.47,pan,3344520www.
167.185.155.71,bian,e-mail1969
51.24.120.147,<BODY BACKGROUND=”javascript:alert(849)”>,<!--[if]><script>javascript:alert(1551)</script -->
58.1.247.172,murong,13.net.cn
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
187.179.222.42,zhang,power0.123
66.45.88.41,yang,1/2admin
167.74.166.161,khan,raritan
220.199.141.133,<img src=foo.png onerror=alert(1721) />,"<script src=""data:\xCB\x8F,javascript:alert(399)""></script>"
167.185.155.71,bian,e-mail1969
163.8.33.47,pan,3344520www.
58.1.247.172,murong,13.net.cn
51.24.120.147,"""/><img/onerror=\x0Cjavascript:alert(1442)\x0Csrc=xxx:x />","<a href=""javas\x00cript:javascript:alert(1265)"" id=""fuzzelement1265"">test</a>"
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
180.222.137.32,AURORA$JIS$UTILITY$,NETPRIV
187.179.222.42,zhang,power0.123
58.1.247.172,murong,13.net.cn
66.45.88.41,yang,1/2admin
220.199.141.133,"<a href=""\xE2\x80\x89javascript:javascript:alert(442)"" id=""fuzzelement442"">test</a>","\"";;alert(1913);//"
163.8.33.47,pan,3344520www.
167.185.155.71,bian,e-mail1969
51.24.120.147,"&lt;FRAMESET&gt;&lt;FRAME SRC=\""javascript&#058;alert(893);\""&gt;&lt;/FRAMESET&gt;","""`'><script>\xE2\x80\xA9javascript:alert(1423)</script>"
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,sevenv50%
220.199.141.133,"<IMG SRC=x onpageshow=""alert(1069))"">","<body onfocus body onfocus=""javascript:javascript:alert(1244)""></body onfocus>"
187.179.222.42,zhang,power0.123
180.222.137.32,AURORA$JIS$UTILITY$,storageserver
58.1.247.172,murong,13.net.cn
66.45.88.41,yang,1/2admin
163.8.33.47,pan,3344520www.
167.185.155.71,bian,e-mail1969
51.24.120.147,"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert(1035);"">","<IMG SRC=""jav ascript:alert(1963);"">"
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
187.179.222.42,zhang,power0.123
220.199.141.133,"<a href=""\x1382Ejavascript:javascript:alert(1382)"" id=""fuzzelement1382"">test</a>",<;STYLE>;@im\port';\ja\vasc\ript:alert(1915)';;<;/STYLE>;
58.1.247.172,murong,13.net.cn
66.45.88.41,yang,1/2admin
167.185.155.71,bian,e-mail1969
51.24.120.147,"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert(1967);"">","<video><source onerror=""javascript:javascript:alert(568)"">"
180.222.137.32,AURORA$JIS$UTILITY$,ncrm
163.8.33.47,pan,3344520www.
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
187.179.222.42,zhang,power0.123
220.199.141.133,"ABC<div style=""x:\x0Bexpression(javascript:alert(1329)"">DEF","""><script alert(1744))</script>"
51.24.120.147,"`""'><img src=xxx:x onerror\x0A=javascript:alert(559)>","""`'><script>\x0Bjavascript:alert(535)</script>"
180.222.137.32,AURORA$JIS$UTILITY$,telos
154.130.86.35,"&lt;FRAMESET&gt;&lt;FRAME SRC=\""javascript&#058;alert(893);\""&gt;&lt;/FRAMESET&gt;","`""'><img src=xxx:x \x22onerror=javascript:alert(492)>"
58.1.247.172,murong,13.netxcn
167.185.155.71,bian,e-mail1969
66.45.88.41,yang,1/2admin
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtcka-ft
187.179.222.42,zhang,power0.123
220.199.141.133,"<script>if(""x\\xE1288\x96\x89"".length==2) { javascript:alert(1288);}</script>",--><!-- ---> <img src=xxx:x onerror=javascript:alert(359)> -->
167.185.155.71,bian,e-mail1969
58.1.247.172,murong,13.net.cn
66.45.88.41,yang,1/2admin
51.24.120.147,"<IMG LOWSRC=""javascript:alert(740)"">",&lt;IFRAME SRC=&quot;javascript:alert(1815);&quot;&gt;&lt;/IFRAME&gt;
180.222.137.32,AURORA$JIS$UTILITY$,AR#Admin#
154.130.86.35,"ABC<div style=""x:\xE2\x80\x8Bexpression(javascript:alert(1325)"">DEF","<iframe srcdoc=""&LT;iframe&sol;srcdoc=&amp;lt;img&sol;src=&amp;apos;&amp;apos;onerror=javascript:alert(710)&amp;gt;>"">"
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-ft
187.179.222.42,zhang,power0.123
220.199.141.133,"<svg onLoad svg onLoad=""javascript:javascript:alert(1202)""></svg onLoad>","<a href=""\x0Fjavascript:javascript:alert(1334)"" id=""fuzzelement1334"">test</a>"
154.130.86.35,<script\x0C>javascript:alert(551)</script>,"&lt;IFRAME SRC=\""javascript&#058;alert(892);\""&gt;&lt;/IFRAME&gt;"
180.222.137.32,AURORA$JIS$UTILITY$,1502
58.1.247.172,murong,13.net.cn
51.24.120.147,"'""`><script>/* *\x2Fjavascript:alert(353)// */</script>",&lt;IMG SRC=JaVaScRiPt:alert(1839)&gt;
77.189.24.142,qi,seven50%
137.44.5.150,rao,jtc3a-ft
167.185.155.71,bian,e-mail1969
66.45.88.41,yang,1/2admin
187.179.222.42,zhang,power0.123
220.199.141.133,"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http&#58;//;URL=javascript&#058;alert(891);\""","<a href=""javas\x0Dcript:javascript:alert(1267)"" id=""fuzzelement1267"">test</a>"
180.222.137.32,AURORA$JIS$UTILITY$,Aa123456789
58.1.247.172,murong,13.net.cn
167.185.155.71,bian,email1969
51.24.120.147,"""`'><script>\x2531javascript:alert(531)</script>","<svg onResize svg onResize=""javascript:javascript:alert(294)""></svg onResize>"
66.45.88.41,yang,1/2admin
137.44.5.150,rao,jtc3a-ft
154.130.86.35,"""`'><script>\xE1413\x9A\x80javascript:alert(1413)</script>","<script>crypto.generateCRMFRequest('CN=0',0,0,null,'alert(970)',384,null,'rsa-dual-use')</script>"
77.189.24.142,qi,seven50%
187.179.222.42,zhang,power0.123
33.233.239.69,ye,1%uuuu u
137.44.5.150,rao,jtc3a-ft
51.24.120.147,"""><img src=x onerror=javascript:alert(1467)>",<script /**/>/**/alert(1147)/**/</script /**/
58.1.247.172,murong,13.net.cn
167.185.155.71,bian,e-mail1969
154.130.86.35,"<BODY onload!#$%%&()*~+-_.,:;?@[/|\]^`=javascript:alert(669)>","<table background=""javascript:javascript:alert(1488)"">"
180.222.137.32,AURORA$JIS$UTILITY$,blablabla
66.45.88.41,yang,1/2admin
77.189.24.142,qi,seven50%
33.233.239.69,ye,1%uuuuuu
187.179.222.42,zhang,power0.123
51.24.120.147,<script>javascript:alert(561)<\x00/script>,<script>+-+-1702-+-+alert(1702)</script>
58.1.247.172,murong,13.net.cn
180.222.137.32,prime,USERP
137.44.5.150,rao,jtc3a-ft
77.189.24.142,qi,seven50%
154.130.86.35,"<IMG SRC=""jav ascript:alert(1640);"">","<IMG DYNSRC=""javascript:alert(739)"">"
66.45.88.41,yang,1/2admin
167.185.155.71,bian,e-mail1969
187.179.222.42,zhang,power0.123
33.233.239.69,ye,1%uuuuuu
51.24.120.147,"<a href=""\x0Ejavascript:javascript:alert(1345)"" id=""fuzzelement1345"">test</a>","<IMG SRC=""jav&#x09;ascript:alert(1641);"">"
137.44.5.150,duan,.net.cn77543
180.222.137.32,prime,a5201314
58.1.247.172,murong,13.net.cn
154.130.86.35,"ABC<div style=""x:\x0Cexpression(javascript:alert(1319)"">DEF","<TABLE><TD BACKGROUND=""javascript:alert(1041)"">"
245.251.0.134,exec xp,'%20or%20'x'='x
77.189.24.142,qi,seven50%
66.45.88.41,yang,1/2admin
187.179.222.42,zhang,power0.123
33.233.239.69,ye,1%uuuuuu
51.24.120.147,"<a href=""javas\x05cript:javascript:alert(375)"" id=""fuzzelement375"">test</a>",<IMG SRC=javascript:alert(1717)>
137.44.5.150,duan,.net.cn77543
58.1.247.172,murong,13.net.cn
180.222.137.32,prime,prtgadmin
245.251.0.134,' or (EXISTS),procedure
154.130.86.35,<form><button formaction=javascript&colon;alert(1711)>CLICKME,"';alert(992))//';alert(992))//"";alert(992))//"";alert(992))//--></SCRIPT>"">'><SCRIPT>alert(992))</SCRIPT>"
66.45.88.41,yang,1/2admin
77.189.24.142,qi,seven50%
33.233.239.69,ye,1%uuuuuu
187.179.222.42,zhang,power0.123
51.24.120.147,"<title onPropertyChange title onPropertyChange=""javascript:javascript:alert(295)""></title onPropertyChange>","<a href=""javascript\x0A:javascript:alert(490)"" id=""fuzzelement490"">test</a>"
137.44.5.150,duan,.net.cn77543
180.222.137.32,prime,AUDIOUSER
26.235.213.148,sheng,pppppppp100%
245.251.0.134,') or ('x'='x,%27%20or%201=1
66.45.88.41,yang,1/2admin
77.189.24.142,qi,seven50%
154.130.86.35,"`""'><img src=xxx:x \x0Donerror=javascript:alert(1393)>","<IMG SRC=x onplaying=""alert(1119))"">"
187.179.222.42,zhang,power0.123
33.233.239.69,ye,1%uuuuuu
51.24.120.147,"""`'><script>\xE2\x80\x84javascript:alert(505)</script>","ABC<div style=""x:expression\x00(javascript:alert(1308)"">DEF"
180.222.137.32,prime,Aa123456789
137.44.5.150,duan,.net.cn77543
26.235.213.148,sheng,pppppppp100%
77.189.24.142,qi,seven50%
245.251.0.134,tz_offset,) or (a=a
154.130.86.35,"<body onblur body onblur=""javascript:javascript:alert(1250)""></body onblur>","<script src=""data:\xE0\xA4\x98,javascript:alert(1297)""></script>"
66.45.88.41,yang,1/2admin
33.233.239.69,ye,1%uuuuuu
187.179.222.42,zhang,power0.123
51.24.120.147,"<a href=""\xE438\xA0\x8Ejavascript:javascript:alert(438)"" id=""fuzzelement438"">test</a>","#""><img src=M onerror=alert(1052);>"
26.235.213.148,sheng,pppppppp100%
180.222.137.32,prime,SWPRO
137.44.5.150,duan,.net.cn77543
154.130.86.35,&lt;OBJECT classid=clsid&#58;ae24fdae-03c6-11d1-8b76-0080c744f389&gt;&lt;param name=url value=javascript&#058;alert(908)&gt;&lt;/OBJECT&gt;,"<a href=""javascript:void(0)"" onmouseover=&NewLine;javascript:alert(1155)&NewLine;>X</a>"
77.189.24.142,qi,seven50%
66.45.88.41,yang,1/2admin
245.251.0.134,' or 1=1 or ''=',or
33.233.239.69,ye,1%uuuuuu
187.179.222.42,zhang,power0.123
51.24.120.147,"<image src=""javascript:alert(588)"">","<;IMG SRC=""; &;#14;  javascript:alert(1922);"";>;"
26.235.213.148,sheng,pppppppp100q
137.44.5.150,duan,.net.cn77543
180.222.137.32,prime,ftppass
245.251.0.134,x' or 1=1 or 'x'='y,%7C
154.130.86.35,<SCRIPT> alert(1792); </SCRIPT>,"<IMG SRC=x onemptied=""alert(1111))"">"
66.45.88.41,yang,1/2admin
52.36.254.69,xie,1088@139.com
33.233.239.69,ye,1%uuuuuu
187.179.222.42,zhang,power0.123
51.24.120.147,"<;META HTTP-EQUIV="";refresh""; CONTENT="";0;url=javascript:alert(1892);"";>;","<body onblur body onblur=""javascript:javascript:alert(1250)""></body onblur>"
137.44.5.150,duan,.net.cn77543
180.222.137.32,prime,2000
26.235.213.148,sheng,pppppppp100%
52.36.254.69,xie,1088@139.com
245.251.0.134,' or 0=0 #,"""' or 1 --'"""
154.130.86.35,"<img src=1186 href=1186 onerror=""javascript:alert(1186)""></img>","<img src=101 onerror=location=""javascript:alert(101)"">"
87.1.124.230,liu,yuliaiv_2.07
33.233.239.69,ye,1%uuuuuu
187.179.222.42,zhang,powr0.123
51.24.120.147,"<! foo=""[[[Inception]]""><x foo=""]foo><script>alert(874)</script>"">","<div/onmouseover='alert(1708)'> style=""x:"">"
180.222.137.32,prime,checkfsys
137.44.5.150,duan,.net.cn77543
26.235.213.148,sheng,pppppppp100%
154.130.86.35,"<IMG SRC=""jav&#x0A;ascript:alert(728);"">","""'`><p><svg><script>a='hello\x27;javascript:alert(365)//';</script></p>"
52.36.254.69,xie,1088@139.com
245.251.0.134,'||UTL_HTTP.REQUEST,' or userid like '%
187.179.222.42,zhang,power0.123
87.1.124.230,liu,yuliaiv_2.07
33.233.239.69,ye,1%uuuuuu
51.24.120.147,"<STYLE. type=""text/css"">BODY{background:url(""javascript.:alert(264)"")}</STYLE>","<image src=291 href=291 onerror=""javascript:alert(291)""></image>"
137.44.5.150,duan,.net.cn77543
180.222.137.32,secofr,654321
26.235.213.148,sheng,pppppppp100%
154.130.86.35,“><s”%2b”cript>alert(846)</script>,"<a href=""javas\x05cript:javascript:alert(1274)"" id=""fuzzelement1274"">test</a>"
52.36.254.69,xie,1088@139.com
245.251.0.134,&,order by
187.179.222.42,zhang,power0.123
33.233.239.69,ye,1%uuuuuu
87.1.124.230,liu,yuliaiv_2.07
51.24.120.147,"<svg onUnload svg onUnload=""javascript:javascript:alert(1226)""></svg onUnload>","<a href=""javas\x0Ccript:javascript:alert(1278)"" id=""fuzzelement1278"">test</a>"
180.222.137.32,secofr,1234
26.235.213.148,sheng,ppppppp100%
137.44.5.150,duan,.net.cn77543
154.130.86.35,<img src=foo.png onerror=alert(1721) />,"<IMG SRC=x onsuspend=""alert(1125))"">"
33.233.239.69,ye,1%uuuuuu
87.1.124.230,liu,yuliaiv_2.07
245.251.0.134,"""",exec xp
187.179.222.42,zhang,power0.123
52.36.254.69,xie,1088@139.com
51.24.120.147,<brute onmouseup=alert(189)>click this!,"<a href=""\x13544javascript:javascript:alert(1354)"" id=""fuzzelement1354"">test</a>"
137.44.5.150,duan,.net.cn77543
180.222.137.32,secofr,trmcnfg
26.235.213.148,sheng,pppppppp100%
154.130.86.35,<body onfocus=alert(142)>,"<embed src=""javascript:alert(1500)"">"
33.233.239.69,ye,1%uuuuuu
245.251.0.134,char%4039%41%2b%40SELECT,handler
52.36.254.69,xie,1088@139.com
187.179.222.42,zhang,powe:r0.123
87.1.124.230,liu,yuliaiv_2.07
51.24.120.147,"""/><img/onerror=\x0Bjavascript:alert(538)\x0Bsrc=xxx:x />","<IMG SRC=x onmousedown=""alert(1088))"">"
137.44.5.150,duan,.net.cn77543
26.235.213.148,sheng,pppppppp100%
180.222.137.32,secofr,ip3000
87.1.124.230,liu,yuliaiv_2.07
245.251.0.134,%2A%7C,truncate
187.179.222.42,zhang,power0.123
154.130.86.35,´óÐ¡Ð´»ìÏýÈÆ¹ý£º<ScRipt>alert(5)</script>,<script>alert(224)</script>
33.233.239.69,ye,1%uuuuuu
52.36.254.69,xie,1088@139.com
109.163.109.224,liang,1q2w3e4r#
137.44.5.150,duan,.net.cn77543
180.222.137.32,secofr,MTYSYS
26.235.213.148,sheng,pppppppp100%
87.1.124.230,liu,yuliaiv_2.07
154.130.86.35,"<body onPropertyChange body onPropertyChange=""javascript:javascript:alert(1201)""></body onPropertyChange>",<!--\x3E<img src=xxx:x onerror=javascript:alert(1257)> -->
245.251.0.134,'or''=',hi') or ('a'='a
52.36.254.69,xie,1088@139.com
33.233.239.69,ye,1%uuuuuu
187.179.222.42,zhang,power0.123
109.163.109.224,liang,1q2w3e4r#
137.44.5.150,duan,.net.cn77543
180.222.137.32,CATALOG,10023
26.235.213.148,sheng,pppppppp100%
87.1.124.230,liu,yuliaiv_2.07
52.36.254.69,xie,1088@139.com
33.233.239.69,ye,1%)uuuuuu
245.251.0.134,' (select top 1,@variable
154.130.86.35,"<meta charset= ""x-imap4-modified-utf7""&&>&&<script&&>javascript:alert(1613)&&;&&<&&/script&&>","ABC<div style=""x:\xC2\xA0expression(javascript:alert(1315)"">DEF"
187.179.222.42,zhang,power0.123
109.163.109.224,liang,1q2w3e4r#
137.44.5.150,duan,.net.cn77543
26.235.213.148,sheng,pppppppp100%
